side,side,eta,phi,sector,TwinMux,TwinMux_link,TwinMux_bit,ring,BLANK
-1,-1,2,47,9,YB0_S9,6,23,0,BLANK
1,1,2,47,9,YB0_S9,6,21,0,BLANK
-1,-1,3,47,9,YB0_S9,6,18,0,BLANK
1,1,3,47,9,YB0_S9,7,51,0,BLANK
-1,-1,4,47,9,YB0_S9,7,34,0,BLANK
1,1,4,47,9,YB0_S9,7,50,0,BLANK
-1,-1,5,47,9,YB-1_S9,6,17,-1,BLANK
1,1,5,47,9,YB+1_S9,6,17,1,BLANK
-1,-1,6,47,9,YB-1_S9,6,14,-1,BLANK
1,1,6,47,9,YB+1_S9,6,14,1,BLANK
-1,-1,7,47,9,YB-1_S9,6,11,-1,BLANK
1,1,7,47,9,YB+1_S9,6,11,1,BLANK
-1,-1,8,47,9,YB-1_S9,7,46,-1,BLANK
1,1,8,47,9,YB+1_S9,7,46,1,BLANK
-1,-1,9,47,9,YB-1_S9,7,43,-1,BLANK
1,1,9,47,9,YB+1_S9,7,43,1,BLANK
-1,-1,10,47,9,YB-1_S9,7,40,-1,BLANK
1,1,10,47,9,YB+1_S9,7,40,1,BLANK
-1,-1,11,47,9,YB-2_S9,7,43,-2,BLANK
1,1,11,47,9,YB+2_S9,7,43,2,BLANK
-1,-1,12,47,9,YB-2_S9,7,40,-2,BLANK
1,1,12,47,9,YB+2_S9,7,40,2,BLANK
-1,-1,13,47,9,YB-2_S9,7,37,-2,BLANK
1,1,13,47,9,YB+2_S9,7,37,2,BLANK
-1,-1,14,47,9,YB-2_S9,7,34,-2,BLANK
1,1,14,47,9,YB+2_S9,7,34,2,BLANK
-1,-1,15,47,9,YB-2_S9,7,31,-2,BLANK
1,1,15,47,9,YB+2_S9,7,31,2,BLANK
-1,-1,1,48,9,YB0_S9,6,20,0,BLANK
1,1,1,48,9,YB0_S9,7,49,0,BLANK
-1,-1,2,48,9,YB0_S9,6,17,0,BLANK
1,1,2,48,9,YB0_S9,6,19,0,BLANK
-1,-1,3,48,9,YB0_S9,6,16,0,BLANK
1,1,3,48,9,YB0_S9,7,48,0,BLANK
-1,-1,4,48,9,YB0_S9,7,33,0,BLANK
1,1,4,48,9,YB0_S9,7,47,0,BLANK
-1,-1,5,48,9,YB-1_S9,6,16,-1,BLANK
1,1,5,48,9,YB+1_S9,6,16,1,BLANK
-1,-1,6,48,9,YB-1_S9,6,13,-1,BLANK
1,1,6,48,9,YB+1_S9,6,13,1,BLANK
-1,-1,7,48,9,YB-1_S9,6,10,-1,BLANK
1,1,7,48,9,YB+1_S9,6,10,1,BLANK
-1,-1,8,48,9,YB-1_S9,7,45,-1,BLANK
1,1,8,48,9,YB+1_S9,7,45,1,BLANK
-1,-1,9,48,9,YB-1_S9,7,42,-1,BLANK
1,1,9,48,9,YB+1_S9,7,42,1,BLANK
-1,-1,10,48,9,YB-1_S9,7,39,-1,BLANK
1,1,10,48,9,YB+1_S9,7,39,1,BLANK
-1,-1,11,48,9,YB-2_S9,7,42,-2,BLANK
1,1,11,48,9,YB+2_S9,7,42,2,BLANK
-1,-1,12,48,9,YB-2_S9,7,39,-2,BLANK
1,1,12,48,9,YB+2_S9,7,39,2,BLANK
-1,-1,13,48,9,YB-2_S9,7,36,-2,BLANK
1,1,13,48,9,YB+2_S9,7,36,2,BLANK
-1,-1,14,48,9,YB-2_S9,7,33,-2,BLANK
1,1,14,48,9,YB+2_S9,7,33,2,BLANK
-1,-1,15,48,9,YB-2_S9,7,30,-2,BLANK
1,1,15,48,9,YB+2_S9,7,30,2,BLANK
-1,-1,1,49,9,YB0_S9,6,14,0,BLANK
1,1,1,49,9,YB0_S9,7,46,0,BLANK
-1,-1,2,49,9,YB0_S9,6,15,0,BLANK
1,1,2,49,9,YB0_S9,6,13,0,BLANK
-1,-1,3,49,9,YB0_S9,6,10,0,BLANK
1,1,3,49,9,YB0_S9,7,45,0,BLANK
-1,-1,4,49,9,YB0_S9,7,32,0,BLANK
1,1,4,49,9,YB0_S9,7,44,0,BLANK
-1,-1,5,49,9,YB-1_S9,6,15,-1,BLANK
1,1,5,49,9,YB+1_S9,6,15,1,BLANK
-1,-1,6,49,9,YB-1_S9,6,12,-1,BLANK
1,1,6,49,9,YB+1_S9,6,12,1,BLANK
-1,-1,7,49,9,YB-1_S9,6,9,-1,BLANK
1,1,7,49,9,YB+1_S9,6,9,1,BLANK
-1,-1,8,49,9,YB-1_S9,7,44,-1,BLANK
1,1,8,49,9,YB+1_S9,7,44,1,BLANK
-1,-1,9,49,9,YB-1_S9,7,41,-1,BLANK
1,1,9,49,9,YB+1_S9,7,41,1,BLANK
-1,-1,10,49,9,YB-1_S9,7,38,-1,BLANK
1,1,10,49,9,YB+1_S9,7,38,1,BLANK
-1,-1,11,49,9,YB-2_S9,7,41,-2,BLANK
1,1,11,49,9,YB+2_S9,7,41,2,BLANK
-1,-1,12,49,9,YB-2_S9,7,38,-2,BLANK
1,1,12,49,9,YB+2_S9,7,38,2,BLANK
-1,-1,13,49,9,YB-2_S9,7,35,-2,BLANK
1,1,13,49,9,YB+2_S9,7,35,2,BLANK
-1,-1,14,49,9,YB-2_S9,7,32,-2,BLANK
1,1,14,49,9,YB+2_S9,7,32,2,BLANK
-1,-1,15,49,9,YB-2_S9,7,29,-2,BLANK
1,1,15,49,9,YB+2_S9,7,29,2,BLANK
-1,-1,1,50,9,YB0_S9,6,12,0,BLANK
1,1,1,50,9,YB0_S9,7,43,0,BLANK
-1,-1,2,50,9,YB0_S9,6,9,0,BLANK
1,1,2,50,9,YB0_S9,6,11,0,BLANK
-1,-1,3,50,9,YB0_S9,6,8,0,BLANK
1,1,3,50,9,YB0_S9,7,42,0,BLANK
-1,-1,4,50,9,YB0_S9,7,31,0,BLANK
1,1,4,50,9,YB0_S9,7,41,0,BLANK
-1,-1,5,50,9,YB-1_S9,6,8,-1,BLANK
1,1,5,50,9,YB+1_S9,6,8,1,BLANK
-1,-1,6,50,9,YB-1_S9,6,5,-1,BLANK
1,1,6,50,9,YB+1_S9,6,5,1,BLANK
-1,-1,7,50,9,YB-1_S9,6,2,-1,BLANK
1,1,7,50,9,YB+1_S9,6,2,1,BLANK
-1,-1,8,50,9,YB-1_S9,7,37,-1,BLANK
1,1,8,50,9,YB+1_S9,7,37,1,BLANK
-1,-1,9,50,9,YB-1_S9,7,34,-1,BLANK
1,1,9,50,9,YB+1_S9,7,34,1,BLANK
-1,-1,10,50,9,YB-1_S9,7,31,-1,BLANK
1,1,10,50,9,YB+1_S9,7,31,1,BLANK
-1,-1,11,50,9,YB-2_S9,6,14,-2,BLANK
1,1,11,50,9,YB+2_S9,6,14,2,BLANK
-1,-1,12,50,9,YB-2_S9,6,11,-2,BLANK
1,1,12,50,9,YB+2_S9,6,11,2,BLANK
-1,-1,13,50,9,YB-2_S9,6,8,-2,BLANK
1,1,13,50,9,YB+2_S9,6,8,2,BLANK
-1,-1,14,50,9,YB-2_S9,6,5,-2,BLANK
1,1,14,50,9,YB+2_S9,6,5,2,BLANK
-1,-1,15,50,9,YB-2_S9,6,2,-2,BLANK
1,1,15,50,9,YB+2_S9,6,2,2,BLANK
-1,-1,1,51,9,YB0_S9,6,6,0,BLANK
1,1,1,51,9,YB0_S9,7,40,0,BLANK
-1,-1,2,51,9,YB0_S9,6,7,0,BLANK
1,1,2,51,9,YB0_S9,6,5,0,BLANK
-1,-1,3,51,9,YB0_S9,6,2,0,BLANK
1,1,3,51,9,YB0_S9,7,39,0,BLANK
-1,-1,4,51,9,YB0_S9,7,30,0,BLANK
1,1,4,51,9,YB0_S9,7,38,0,BLANK
-1,-1,5,51,9,YB-1_S9,6,7,-1,BLANK
1,1,5,51,9,YB+1_S9,6,7,1,BLANK
-1,-1,6,51,9,YB-1_S9,6,4,-1,BLANK
1,1,6,51,9,YB+1_S9,6,4,1,BLANK
-1,-1,7,51,9,YB-1_S9,6,1,-1,BLANK
1,1,7,51,9,YB+1_S9,6,1,1,BLANK
-1,-1,8,51,9,YB-1_S9,7,36,-1,BLANK
1,1,8,51,9,YB+1_S9,7,36,1,BLANK
-1,-1,9,51,9,YB-1_S9,7,33,-1,BLANK
1,1,9,51,9,YB+1_S9,7,33,1,BLANK
-1,-1,10,51,9,YB-1_S9,7,30,-1,BLANK
1,1,10,51,9,YB+1_S9,7,30,1,BLANK
-1,-1,11,51,9,YB-2_S9,6,13,-2,BLANK
1,1,11,51,9,YB+2_S9,6,13,2,BLANK
-1,-1,12,51,9,YB-2_S9,6,10,-2,BLANK
1,1,12,51,9,YB+2_S9,6,10,2,BLANK
-1,-1,13,51,9,YB-2_S9,6,7,-2,BLANK
1,1,13,51,9,YB+2_S9,6,7,2,BLANK
-1,-1,14,51,9,YB-2_S9,6,4,-2,BLANK
1,1,14,51,9,YB+2_S9,6,4,2,BLANK
-1,-1,15,51,9,YB-2_S9,6,1,-2,BLANK
1,1,15,51,9,YB+2_S9,6,1,2,BLANK
-1,-1,1,52,9,YB0_S9,6,4,0,BLANK
1,1,1,52,9,YB0_S9,7,37,0,BLANK
-1,-1,2,52,9,YB0_S9,6,1,0,BLANK
1,1,2,52,9,YB0_S9,6,3,0,BLANK
-1,-1,3,52,9,YB0_S9,6,0,0,BLANK
1,1,3,52,9,YB0_S9,7,36,0,BLANK
-1,-1,4,52,9,YB0_S9,7,29,0,BLANK
1,1,4,52,9,YB0_S9,7,35,0,BLANK
-1,-1,5,52,9,YB-1_S9,6,6,-1,BLANK
1,1,5,52,9,YB+1_S9,6,6,1,BLANK
-1,-1,6,52,9,YB-1_S9,6,3,-1,BLANK
1,1,6,52,9,YB+1_S9,6,3,1,BLANK
-1,-1,7,52,9,YB-1_S9,6,0,-1,BLANK
1,1,7,52,9,YB+1_S9,6,0,1,BLANK
-1,-1,8,52,9,YB-1_S9,7,35,-1,BLANK
1,1,8,52,9,YB+1_S9,7,35,1,BLANK
-1,-1,9,52,9,YB-1_S9,7,32,-1,BLANK
1,1,9,52,9,YB+1_S9,7,32,1,BLANK
-1,-1,10,52,9,YB-1_S9,7,29,-1,BLANK
1,1,10,52,9,YB+1_S9,7,29,1,BLANK
-1,-1,11,52,9,YB-2_S9,6,12,-2,BLANK
1,1,11,52,9,YB+2_S9,6,12,2,BLANK
-1,-1,12,52,9,YB-2_S9,6,9,-2,BLANK
1,1,12,52,9,YB+2_S9,6,9,2,BLANK
-1,-1,13,52,9,YB-2_S9,6,6,-2,BLANK
1,1,13,52,9,YB+2_S9,6,6,2,BLANK
-1,-1,14,52,9,YB-2_S9,6,3,-2,BLANK
1,1,14,52,9,YB+2_S9,6,3,2,BLANK
-1,-1,15,52,9,YB-2_S9,6,0,-2,BLANK
1,1,15,52,9,YB+2_S9,6,0,2,BLANK
-1,-1,1,53,10,YB0_S10,7,51,0,BLANK
1,1,1,53,10,YB0_S10,6,22,0,BLANK
-1,-1,2,53,10,YB0_S10,6,23,0,BLANK
1,1,2,53,10,YB0_S10,6,17,0,BLANK
-1,-1,3,53,10,YB0_S10,7,52,0,BLANK
1,1,3,53,10,YB0_S10,6,16,0,BLANK
-1,-1,4,53,10,YB0_S10,7,50,0,BLANK
1,1,4,53,10,YB0_S10,7,33,0,BLANK
-1,-1,5,53,10,YB-1_S10,6,15,-1,BLANK
1,1,5,53,10,YB+1_S10,6,15,1,BLANK
-1,-1,6,53,10,YB-1_S10,6,12,-1,BLANK
1,1,6,53,10,YB+1_S10,6,12,1,BLANK
-1,-1,7,53,10,YB-1_S10,6,9,-1,BLANK
1,1,7,53,10,YB+1_S10,6,9,1,BLANK
-1,-1,8,53,10,YB-1_S10,7,44,-1,BLANK
1,1,8,53,10,YB+1_S10,7,44,1,BLANK
-1,-1,9,53,10,YB-1_S10,7,41,-1,BLANK
1,1,9,53,10,YB+1_S10,7,41,1,BLANK
-1,-1,10,53,10,YB-1_S10,7,38,-1,BLANK
1,1,10,53,10,YB+1_S10,7,38,1,BLANK
-1,-1,11,53,10,YB-2_S10,7,41,-2,BLANK
1,1,11,53,10,YB+2_S10,7,41,2,BLANK
-1,-1,12,53,10,YB-2_S10,7,38,-2,BLANK
1,1,12,53,10,YB+2_S10,7,38,2,BLANK
-1,-1,13,53,10,YB-2_S10,7,35,-2,BLANK
1,1,13,53,10,YB+2_S10,7,35,2,BLANK
-1,-1,14,53,10,YB-2_S10,7,32,-2,BLANK
1,1,14,53,10,YB+2_S10,7,32,2,BLANK
-1,-1,15,53,10,YB-2_S10,7,29,-2,BLANK
1,1,15,53,10,YB+2_S10,7,29,2,BLANK
-1,-1,1,54,10,YB0_S10,7,48,0,BLANK
1,1,1,54,10,YB0_S10,6,19,0,BLANK
-1,-1,2,54,10,YB0_S10,6,20,0,BLANK
1,1,2,54,10,YB0_S10,6,21,0,BLANK
-1,-1,3,54,10,YB0_S10,7,49,0,BLANK
1,1,3,54,10,YB0_S10,6,18,0,BLANK
-1,-1,4,54,10,YB0_S10,7,47,0,BLANK
1,1,4,54,10,YB0_S10,7,34,0,BLANK
-1,-1,5,54,10,YB-1_S10,6,16,-1,BLANK
1,1,5,54,10,YB+1_S10,6,16,1,BLANK
-1,-1,6,54,10,YB-1_S10,6,13,-1,BLANK
1,1,6,54,10,YB+1_S10,6,13,1,BLANK
-1,-1,7,54,10,YB-1_S10,6,10,-1,BLANK
1,1,7,54,10,YB+1_S10,6,10,1,BLANK
-1,-1,8,54,10,YB-1_S10,7,45,-1,BLANK
1,1,8,54,10,YB+1_S10,7,45,1,BLANK
-1,-1,9,54,10,YB-1_S10,7,42,-1,BLANK
1,1,9,54,10,YB+1_S10,7,42,1,BLANK
-1,-1,10,54,10,YB-1_S10,7,39,-1,BLANK
1,1,10,54,10,YB+1_S10,7,39,1,BLANK
-1,-1,11,54,10,YB-2_S10,7,42,-2,BLANK
1,1,11,54,10,YB+2_S10,7,42,2,BLANK
-1,-1,12,54,10,YB-2_S10,7,39,-2,BLANK
1,1,12,54,10,YB+2_S10,7,39,2,BLANK
-1,-1,13,54,10,YB-2_S10,7,36,-2,BLANK
1,1,13,54,10,YB+2_S10,7,36,2,BLANK
-1,-1,14,54,10,YB-2_S10,7,33,-2,BLANK
1,1,14,54,10,YB+2_S10,7,33,2,BLANK
-1,-1,15,54,10,YB-2_S10,7,30,-2,BLANK
1,1,15,54,10,YB+2_S10,7,30,2,BLANK
-1,-1,1,55,10,YB0_S10,7,45,0,BLANK
1,1,1,55,10,YB0_S10,6,14,0,BLANK
-1,-1,2,55,10,YB0_S10,6,15,0,BLANK
1,1,2,55,10,YB0_S10,6,9,0,BLANK
-1,-1,3,55,10,YB0_S10,7,46,0,BLANK
1,1,3,55,10,YB0_S10,6,8,0,BLANK
-1,-1,4,55,10,YB0_S10,7,44,0,BLANK
1,1,4,55,10,YB0_S10,7,31,0,BLANK
-1,-1,5,55,10,YB-1_S10,6,17,-1,BLANK
1,1,5,55,10,YB+1_S10,6,17,1,BLANK
-1,-1,6,55,10,YB-1_S10,6,14,-1,BLANK
1,1,6,55,10,YB+1_S10,6,14,1,BLANK
-1,-1,7,55,10,YB-1_S10,6,11,-1,BLANK
1,1,7,55,10,YB+1_S10,6,11,1,BLANK
-1,-1,8,55,10,YB-1_S10,7,46,-1,BLANK
1,1,8,55,10,YB+1_S10,7,46,1,BLANK
-1,-1,9,55,10,YB-1_S10,7,43,-1,BLANK
1,1,9,55,10,YB+1_S10,7,43,1,BLANK
-1,-1,10,55,10,YB-1_S10,7,40,-1,BLANK
1,1,10,55,10,YB+1_S10,7,40,1,BLANK
-1,-1,11,55,10,YB-2_S10,7,43,-2,BLANK
1,1,11,55,10,YB+2_S10,7,43,2,BLANK
-1,-1,12,55,10,YB-2_S10,7,40,-2,BLANK
1,1,12,55,10,YB+2_S10,7,40,2,BLANK
-1,-1,13,55,10,YB-2_S10,7,37,-2,BLANK
1,1,13,55,10,YB+2_S10,7,37,2,BLANK
-1,-1,14,55,10,YB-2_S10,7,34,-2,BLANK
1,1,14,55,10,YB+2_S10,7,34,2,BLANK
-1,-1,15,55,10,YB-2_S10,7,31,-2,BLANK
1,1,15,55,10,YB+2_S10,7,31,2,BLANK
-1,-1,1,56,10,YB0_S10,7,42,0,BLANK
1,1,1,56,10,YB0_S10,6,12,0,BLANK
-1,-1,2,56,10,YB0_S10,6,13,0,BLANK
1,1,2,56,10,YB0_S10,6,11,0,BLANK
-1,-1,3,56,10,YB0_S10,7,43,0,BLANK
1,1,3,56,10,YB0_S10,6,10,0,BLANK
-1,-1,4,56,10,YB0_S10,7,41,0,BLANK
1,1,4,56,10,YB0_S10,7,32,0,BLANK
-1,-1,5,56,10,YB-1_S10,6,6,-1,BLANK
1,1,5,56,10,YB+1_S10,6,6,1,BLANK
-1,-1,6,56,10,YB-1_S10,6,3,-1,BLANK
1,1,6,56,10,YB+1_S10,6,3,1,BLANK
-1,-1,7,56,10,YB-1_S10,6,0,-1,BLANK
1,1,7,56,10,YB+1_S10,6,0,1,BLANK
-1,-1,8,56,10,YB-1_S10,7,35,-1,BLANK
1,1,8,56,10,YB+1_S10,7,35,1,BLANK
-1,-1,9,56,10,YB-1_S10,7,32,-1,BLANK
1,1,9,56,10,YB+1_S10,7,32,1,BLANK
-1,-1,10,56,10,YB-1_S10,7,29,-1,BLANK
1,1,10,56,10,YB+1_S10,7,29,1,BLANK
-1,-1,11,56,10,YB-2_S10,6,12,-2,BLANK
1,1,11,56,10,YB+2_S10,6,12,2,BLANK
-1,-1,12,56,10,YB-2_S10,6,9,-2,BLANK
1,1,12,56,10,YB+2_S10,6,9,2,BLANK
-1,-1,13,56,10,YB-2_S10,6,6,-2,BLANK
1,1,13,56,10,YB+2_S10,6,6,2,BLANK
-1,-1,14,56,10,YB-2_S10,6,3,-2,BLANK
1,1,14,56,10,YB+2_S10,6,3,2,BLANK
-1,-1,15,56,10,YB-2_S10,6,0,-2,BLANK
1,1,15,56,10,YB+2_S10,6,0,2,BLANK
-1,-1,1,57,10,YB0_S10,7,39,0,BLANK
1,1,1,57,10,YB0_S10,6,6,0,BLANK
-1,-1,2,57,10,YB0_S10,6,7,0,BLANK
1,1,2,57,10,YB0_S10,6,1,0,BLANK
-1,-1,3,57,10,YB0_S10,7,40,0,BLANK
1,1,3,57,10,YB0_S10,6,0,0,BLANK
-1,-1,4,57,10,YB0_S10,7,38,0,BLANK
1,1,4,57,10,YB0_S10,7,29,0,BLANK
-1,-1,5,57,10,YB-1_S10,6,7,-1,BLANK
1,1,5,57,10,YB+1_S10,6,7,1,BLANK
-1,-1,6,57,10,YB-1_S10,6,4,-1,BLANK
1,1,6,57,10,YB+1_S10,6,4,1,BLANK
-1,-1,7,57,10,YB-1_S10,6,1,-1,BLANK
1,1,7,57,10,YB+1_S10,6,1,1,BLANK
-1,-1,8,57,10,YB-1_S10,7,36,-1,BLANK
1,1,8,57,10,YB+1_S10,7,36,1,BLANK
-1,-1,9,57,10,YB-1_S10,7,33,-1,BLANK
1,1,9,57,10,YB+1_S10,7,33,1,BLANK
-1,-1,10,57,10,YB-1_S10,7,30,-1,BLANK
1,1,10,57,10,YB+1_S10,7,30,1,BLANK
-1,-1,11,57,10,YB-2_S10,6,13,-2,BLANK
1,1,11,57,10,YB+2_S10,6,13,2,BLANK
-1,-1,12,57,10,YB-2_S10,6,10,-2,BLANK
1,1,12,57,10,YB+2_S10,6,10,2,BLANK
-1,-1,13,57,10,YB-2_S10,6,7,-2,BLANK
1,1,13,57,10,YB+2_S10,6,7,2,BLANK
-1,-1,14,57,10,YB-2_S10,6,4,-2,BLANK
1,1,14,57,10,YB+2_S10,6,4,2,BLANK
-1,-1,15,57,10,YB-2_S10,6,1,-2,BLANK
1,1,15,57,10,YB+2_S10,6,1,2,BLANK
-1,-1,1,58,10,YB0_S10,7,36,0,BLANK
1,1,1,58,10,YB0_S10,6,3,0,BLANK
-1,-1,2,58,10,YB0_S10,6,4,0,BLANK
1,1,2,58,10,YB0_S10,6,5,0,BLANK
-1,-1,3,58,10,YB0_S10,7,37,0,BLANK
1,1,3,58,10,YB0_S10,6,2,0,BLANK
-1,-1,4,58,10,YB0_S10,7,35,0,BLANK
1,1,4,58,10,YB0_S10,7,30,0,BLANK
-1,-1,5,58,10,YB-1_S10,6,8,-1,BLANK
1,1,5,58,10,YB+1_S10,6,8,1,BLANK
-1,-1,6,58,10,YB-1_S10,6,5,-1,BLANK
1,1,6,58,10,YB+1_S10,6,5,1,BLANK
-1,-1,7,58,10,YB-1_S10,6,2,-1,BLANK
1,1,7,58,10,YB+1_S10,6,2,1,BLANK
-1,-1,8,58,10,YB-1_S10,7,37,-1,BLANK
1,1,8,58,10,YB+1_S10,7,37,1,BLANK
-1,-1,9,58,10,YB-1_S10,7,34,-1,BLANK
1,1,9,58,10,YB+1_S10,7,34,1,BLANK
-1,-1,10,58,10,YB-1_S10,7,31,-1,BLANK
1,1,10,58,10,YB+1_S10,7,31,1,BLANK
-1,-1,11,58,10,YB-2_S10,6,14,-2,BLANK
1,1,11,58,10,YB+2_S10,6,14,2,BLANK
-1,-1,12,58,10,YB-2_S10,6,11,-2,BLANK
1,1,12,58,10,YB+2_S10,6,11,2,BLANK
-1,-1,13,58,10,YB-2_S10,6,8,-2,BLANK
1,1,13,58,10,YB+2_S10,6,8,2,BLANK
-1,-1,14,58,10,YB-2_S10,6,5,-2,BLANK
1,1,14,58,10,YB+2_S10,6,5,2,BLANK
-1,-1,15,58,10,YB-2_S10,6,2,-2,BLANK
1,1,15,58,10,YB+2_S10,6,2,2,BLANK
-1,-1,1,59,11,YB0_S11,7,51,0,BLANK
1,1,1,59,11,YB0_S11,6,22,0,BLANK
-1,-1,2,59,11,YB0_S11,6,23,0,BLANK
1,1,2,59,11,YB0_S11,6,17,0,BLANK
-1,-1,3,59,11,YB0_S11,7,52,0,BLANK
1,1,3,59,11,YB0_S11,6,16,0,BLANK
-1,-1,4,59,11,YB0_S11,7,50,0,BLANK
1,1,4,59,11,YB0_S11,7,33,0,BLANK
-1,-1,5,59,11,YB-1_S11,6,17,-1,BLANK
1,1,5,59,11,YB+1_S11,6,17,1,BLANK
-1,-1,6,59,11,YB-1_S11,6,14,-1,BLANK
1,1,6,59,11,YB+1_S11,6,14,1,BLANK
-1,-1,7,59,11,YB-1_S11,6,11,-1,BLANK
1,1,7,59,11,YB+1_S11,6,11,1,BLANK
-1,-1,8,59,11,YB-1_S11,7,46,-1,BLANK
1,1,8,59,11,YB+1_S11,7,46,1,BLANK
-1,-1,9,59,11,YB-1_S11,7,43,-1,BLANK
1,1,9,59,11,YB+1_S11,7,43,1,BLANK
-1,-1,10,59,11,YB-1_S11,7,40,-1,BLANK
1,1,10,59,11,YB+1_S11,7,40,1,BLANK
-1,-1,11,59,11,YB-2_S11,7,43,-2,BLANK
1,1,11,59,11,YB+2_S11,7,43,2,BLANK
-1,-1,12,59,11,YB-2_S11,7,40,-2,BLANK
1,1,12,59,11,YB+2_S11,7,40,2,BLANK
-1,-1,13,59,11,YB-2_S11,7,37,-2,BLANK
1,1,13,59,11,YB+2_S11,7,37,2,BLANK
-1,-1,14,59,11,YB-2_S11,7,34,-2,BLANK
1,1,14,59,11,YB+2_S11,7,34,2,BLANK
-1,-1,15,59,11,YB-2_S11,7,31,-2,BLANK
1,1,15,59,11,YB+2_S11,7,31,2,BLANK
-1,-1,1,60,11,YB0_S11,7,48,0,BLANK
1,1,1,60,11,YB0_S11,6,19,0,BLANK
-1,-1,2,60,11,YB0_S11,6,20,0,BLANK
1,1,2,60,11,YB0_S11,6,21,0,BLANK
-1,-1,3,60,11,YB0_S11,7,49,0,BLANK
1,1,3,60,11,YB0_S11,6,18,0,BLANK
-1,-1,4,60,11,YB0_S11,7,47,0,BLANK
1,1,4,60,11,YB0_S11,7,34,0,BLANK
-1,-1,5,60,11,YB-1_S11,6,16,-1,BLANK
1,1,5,60,11,YB+1_S11,6,16,1,BLANK
-1,-1,6,60,11,YB-1_S11,6,13,-1,BLANK
1,1,6,60,11,YB+1_S11,6,13,1,BLANK
-1,-1,7,60,11,YB-1_S11,6,10,-1,BLANK
1,1,7,60,11,YB+1_S11,6,10,1,BLANK
-1,-1,8,60,11,YB-1_S11,7,45,-1,BLANK
1,1,8,60,11,YB+1_S11,7,45,1,BLANK
-1,-1,9,60,11,YB-1_S11,7,42,-1,BLANK
1,1,9,60,11,YB+1_S11,7,42,1,BLANK
-1,-1,10,60,11,YB-1_S11,7,39,-1,BLANK
1,1,10,60,11,YB+1_S11,7,39,1,BLANK
-1,-1,11,60,11,YB-2_S11,7,42,-2,BLANK
1,1,11,60,11,YB+2_S11,7,42,2,BLANK
-1,-1,12,60,11,YB-2_S11,7,39,-2,BLANK
1,1,12,60,11,YB+2_S11,7,39,2,BLANK
-1,-1,13,60,11,YB-2_S11,7,36,-2,BLANK
1,1,13,60,11,YB+2_S11,7,36,2,BLANK
-1,-1,14,60,11,YB-2_S11,7,33,-2,BLANK
1,1,14,60,11,YB+2_S11,7,33,2,BLANK
-1,-1,15,60,11,YB-2_S11,7,30,-2,BLANK
1,1,15,60,11,YB+2_S11,7,30,2,BLANK
-1,-1,1,61,11,YB0_S11,7,45,0,BLANK
1,1,1,61,11,YB0_S11,6,14,0,BLANK
-1,-1,2,61,11,YB0_S11,6,15,0,BLANK
1,1,2,61,11,YB0_S11,6,9,0,BLANK
-1,-1,3,61,11,YB0_S11,7,46,0,BLANK
1,1,3,61,11,YB0_S11,6,8,0,BLANK
-1,-1,4,61,11,YB0_S11,7,44,0,BLANK
1,1,4,61,11,YB0_S11,7,31,0,BLANK
-1,-1,5,61,11,YB-1_S11,6,15,-1,BLANK
1,1,5,61,11,YB+1_S11,6,15,1,BLANK
-1,-1,6,61,11,YB-1_S11,6,12,-1,BLANK
1,1,6,61,11,YB+1_S11,6,12,1,BLANK
-1,-1,7,61,11,YB-1_S11,6,9,-1,BLANK
1,1,7,61,11,YB+1_S11,6,9,1,BLANK
-1,-1,8,61,11,YB-1_S11,7,44,-1,BLANK
1,1,8,61,11,YB+1_S11,7,44,1,BLANK
-1,-1,9,61,11,YB-1_S11,7,41,-1,BLANK
1,1,9,61,11,YB+1_S11,7,41,1,BLANK
-1,-1,10,61,11,YB-1_S11,7,38,-1,BLANK
1,1,10,61,11,YB+1_S11,7,38,1,BLANK
-1,-1,11,61,11,YB-2_S11,7,41,-2,BLANK
1,1,11,61,11,YB+2_S11,7,41,2,BLANK
-1,-1,12,61,11,YB-2_S11,7,38,-2,BLANK
1,1,12,61,11,YB+2_S11,7,38,2,BLANK
-1,-1,13,61,11,YB-2_S11,7,35,-2,BLANK
1,1,13,61,11,YB+2_S11,7,35,2,BLANK
-1,-1,14,61,11,YB-2_S11,7,32,-2,BLANK
1,1,14,61,11,YB+2_S11,7,32,2,BLANK
-1,-1,15,61,11,YB-2_S11,7,29,-2,BLANK
1,1,15,61,11,YB+2_S11,7,29,2,BLANK
-1,-1,1,62,11,YB0_S11,7,42,0,BLANK
1,1,1,62,11,YB0_S11,6,12,0,BLANK
-1,-1,2,62,11,YB0_S11,6,13,0,BLANK
1,1,2,62,11,YB0_S11,6,11,0,BLANK
-1,-1,3,62,11,YB0_S11,7,43,0,BLANK
1,1,3,62,11,YB0_S11,6,10,0,BLANK
-1,-1,4,62,11,YB0_S11,7,41,0,BLANK
1,1,4,62,11,YB0_S11,7,32,0,BLANK
-1,-1,5,62,11,YB-1_S11,6,8,-1,BLANK
1,1,5,62,11,YB+1_S11,6,8,1,BLANK
-1,-1,6,62,11,YB-1_S11,6,5,-1,BLANK
1,1,6,62,11,YB+1_S11,6,5,1,BLANK
-1,-1,7,62,11,YB-1_S11,6,2,-1,BLANK
1,1,7,62,11,YB+1_S11,6,2,1,BLANK
-1,-1,8,62,11,YB-1_S11,7,37,-1,BLANK
