side,side,eta,phi,sector,TwinMux,TwinMux_link,TwinMux_bit,ring,BLANK
-1,-1,4,16,3,YB0_S3,7,35,0,BLANK
1,1,4,16,3,YB0_S3,7,30,0,BLANK
-1,-1,5,16,3,YB-1_S3,6,6,-1,BLANK
1,1,5,16,3,YB+1_S3,6,6,1,BLANK
-1,-1,6,16,3,YB-1_S3,6,3,-1,BLANK
1,1,6,16,3,YB+1_S3,6,3,1,BLANK
-1,-1,7,16,3,YB-1_S3,6,0,-1,BLANK
1,1,7,16,3,YB+1_S3,6,0,1,BLANK
-1,-1,8,16,3,YB-1_S3,7,35,-1,BLANK
1,1,8,16,3,YB+1_S3,7,35,1,BLANK
-1,-1,9,16,3,YB-1_S3,7,32,-1,BLANK
1,1,9,16,3,YB+1_S3,7,32,1,BLANK
-1,-1,10,16,3,YB-1_S3,7,29,-1,BLANK
1,1,10,16,3,YB+1_S3,7,29,1,BLANK
-1,-1,11,16,3,YB-2_S3,6,12,-2,BLANK
1,1,11,16,3,YB+2_S3,6,12,2,BLANK
-1,-1,12,16,3,YB-2_S3,6,9,-2,BLANK
1,1,12,16,3,YB+2_S3,6,9,2,BLANK
-1,-1,13,16,3,YB-2_S3,6,6,-2,BLANK
1,1,13,16,3,YB+2_S3,6,6,2,BLANK
-1,-1,14,16,3,YB-2_S3,6,3,-2,BLANK
1,1,14,16,3,YB+2_S3,6,3,2,BLANK
-1,-1,15,16,3,YB-2_S3,6,0,-2,BLANK
1,1,15,16,3,YB+2_S3,6,0,2,BLANK
-1,-1,1,17,4,YB0_S4,6,22,0,BLANK
1,1,1,17,4,YB0_S4,7,52,0,BLANK
-1,-1,2,17,4,YB0_S4,6,23,0,BLANK
1,1,2,17,4,YB0_S4,6,21,0,BLANK
-1,-1,3,17,4,YB0_S4,6,18,0,BLANK
1,1,3,17,4,YB0_S4,7,51,0,BLANK
-1,-1,4,17,4,YB0_S4,7,34,0,BLANK
1,1,4,17,4,YB0_S4,7,50,0,BLANK
-1,-1,5,17,4,YB-1_S4,6,15,-1,BLANK
1,1,5,17,4,YB+1_S4,6,15,1,BLANK
-1,-1,6,17,4,YB-1_S4,6,12,-1,BLANK
1,1,6,17,4,YB+1_S4,6,12,1,BLANK
-1,-1,7,17,4,YB-1_S4,6,9,-1,BLANK
1,1,7,17,4,YB+1_S4,6,9,1,BLANK
-1,-1,8,17,4,YB-1_S4,7,44,-1,BLANK
1,1,8,17,4,YB+1_S4,7,44,1,BLANK
-1,-1,9,17,4,YB-1_S4,7,41,-1,BLANK
1,1,9,17,4,YB+1_S4,7,41,1,BLANK
-1,-1,10,17,4,YB-1_S4,7,38,-1,BLANK
1,1,10,17,4,YB+1_S4,7,38,1,BLANK
-1,-1,11,17,4,YB-2_S4,7,41,-2,BLANK
1,1,11,17,4,YB+2_S4,7,41,2,BLANK
-1,-1,12,17,4,YB-2_S4,7,38,-2,BLANK
1,1,12,17,4,YB+2_S4,7,38,2,BLANK
-1,-1,13,17,4,YB-2_S4,7,35,-2,BLANK
1,1,13,17,4,YB+2_S4,7,35,2,BLANK
-1,-1,14,17,4,YB-2_S4,7,32,-2,BLANK
1,1,14,17,4,YB+2_S4,7,32,2,BLANK
-1,-1,15,17,4,YB-2_S4,7,29,-2,BLANK
1,1,15,17,4,YB+2_S4,7,29,2,BLANK
-1,-1,1,18,4,YB0_S4,6,20,0,BLANK
1,1,1,18,4,YB0_S4,7,49,0,BLANK
-1,-1,2,18,4,YB0_S4,6,17,0,BLANK
1,1,2,18,4,YB0_S4,6,19,0,BLANK
-1,-1,3,18,4,YB0_S4,6,16,0,BLANK
1,1,3,18,4,YB0_S4,7,48,0,BLANK
-1,-1,4,18,4,YB0_S4,7,33,0,BLANK
1,1,4,18,4,YB0_S4,7,47,0,BLANK
-1,-1,5,18,4,YB-1_S4,6,16,-1,BLANK
1,1,5,18,4,YB+1_S4,6,16,1,BLANK
-1,-1,6,18,4,YB-1_S4,6,13,-1,BLANK
1,1,6,18,4,YB+1_S4,6,13,1,BLANK
-1,-1,7,18,4,YB-1_S4,6,10,-1,BLANK
1,1,7,18,4,YB+1_S4,6,10,1,BLANK
-1,-1,8,18,4,YB-1_S4,7,45,-1,BLANK
1,1,8,18,4,YB+1_S4,7,45,1,BLANK
-1,-1,9,18,4,YB-1_S4,7,42,-1,BLANK
1,1,9,18,4,YB+1_S4,7,42,1,BLANK
-1,-1,10,18,4,YB-1_S4,7,39,-1,BLANK
1,1,10,18,4,YB+1_S4,7,39,1,BLANK
-1,-1,11,18,4,YB-2_S4,7,42,-2,BLANK
1,1,11,18,4,YB+2_S4,7,42,2,BLANK
-1,-1,12,18,4,YB-2_S4,7,39,-2,BLANK
1,1,12,18,4,YB+2_S4,7,39,2,BLANK
-1,-1,13,18,4,YB-2_S4,7,36,-2,BLANK
1,1,13,18,4,YB+2_S4,7,36,2,BLANK
-1,-1,14,18,4,YB-2_S4,7,33,-2,BLANK
1,1,14,18,4,YB+2_S4,7,33,2,BLANK
-1,-1,15,18,4,YB-2_S4,7,30,-2,BLANK
1,1,15,18,4,YB+2_S4,7,30,2,BLANK
-1,-1,1,19,4,YB0_S4,6,14,0,BLANK
1,1,1,19,4,YB0_S4,7,46,0,BLANK
-1,-1,2,19,4,YB0_S4,6,15,0,BLANK
1,1,2,19,4,YB0_S4,6,13,0,BLANK
-1,-1,3,19,4,YB0_S4,6,10,0,BLANK
1,1,3,19,4,YB0_S4,7,45,0,BLANK
-1,-1,4,19,4,YB0_S4,7,32,0,BLANK
1,1,4,19,4,YB0_S4,7,44,0,BLANK
-1,-1,5,19,4,YB-1_S4,6,17,-1,BLANK
1,1,5,19,4,YB+1_S4,6,17,1,BLANK
-1,-1,6,19,4,YB-1_S4,6,14,-1,BLANK
1,1,6,19,4,YB+1_S4,6,14,1,BLANK
-1,-1,7,19,4,YB-1_S4,6,11,-1,BLANK
1,1,7,19,4,YB+1_S4,6,11,1,BLANK
-1,-1,8,19,4,YB-1_S4,7,46,-1,BLANK
1,1,8,19,4,YB+1_S4,7,46,1,BLANK
-1,-1,9,19,4,YB-1_S4,7,43,-1,BLANK
1,1,9,19,4,YB+1_S4,7,43,1,BLANK
-1,-1,10,19,4,YB-1_S4,7,40,-1,BLANK
1,1,10,19,4,YB+1_S4,7,40,1,BLANK
-1,-1,11,19,4,YB-2_S4,7,43,-2,BLANK
1,1,11,19,4,YB+2_S4,7,43,2,BLANK
-1,-1,12,19,4,YB-2_S4,7,40,-2,BLANK
1,1,12,19,4,YB+2_S4,7,40,2,BLANK
-1,-1,13,19,4,YB-2_S4,7,37,-2,BLANK
1,1,13,19,4,YB+2_S4,7,37,2,BLANK
-1,-1,14,19,4,YB-2_S4,7,34,-2,BLANK
1,1,14,19,4,YB+2_S4,7,34,2,BLANK
-1,-1,15,19,4,YB-2_S4,7,31,-2,BLANK
1,1,15,19,4,YB+2_S4,7,31,2,BLANK
-1,-1,1,20,4,YB0_S4,6,12,0,BLANK
1,1,1,20,4,YB0_S4,7,43,0,BLANK
-1,-1,2,20,4,YB0_S4,6,9,0,BLANK
1,1,2,20,4,YB0_S4,6,11,0,BLANK
-1,-1,3,20,4,YB0_S4,6,8,0,BLANK
1,1,3,20,4,YB0_S4,7,42,0,BLANK
-1,-1,4,20,4,YB0_S4,7,31,0,BLANK
1,1,4,20,4,YB0_S4,7,41,0,BLANK
-1,-1,5,20,4,YB-1_S4,6,6,-1,BLANK
1,1,5,20,4,YB+1_S4,6,6,1,BLANK
-1,-1,6,20,4,YB-1_S4,6,3,-1,BLANK
1,1,6,20,4,YB+1_S4,6,3,1,BLANK
-1,-1,7,20,4,YB-1_S4,6,0,-1,BLANK
1,1,7,20,4,YB+1_S4,6,0,1,BLANK
-1,-1,8,20,4,YB-1_S4,7,35,-1,BLANK
1,1,8,20,4,YB+1_S4,7,35,1,BLANK
-1,-1,9,20,4,YB-1_S4,7,32,-1,BLANK
1,1,9,20,4,YB+1_S4,7,32,1,BLANK
-1,-1,10,20,4,YB-1_S4,7,29,-1,BLANK
1,1,10,20,4,YB+1_S4,7,29,1,BLANK
-1,-1,11,20,4,YB-2_S4,6,12,-2,BLANK
1,1,11,20,4,YB+2_S4,6,12,2,BLANK
-1,-1,12,20,4,YB-2_S4,6,9,-2,BLANK
1,1,12,20,4,YB+2_S4,6,9,2,BLANK
-1,-1,13,20,4,YB-2_S4,6,6,-2,BLANK
1,1,13,20,4,YB+2_S4,6,6,2,BLANK
-1,-1,14,20,4,YB-2_S4,6,3,-2,BLANK
1,1,14,20,4,YB+2_S4,6,3,2,BLANK
-1,-1,15,20,4,YB-2_S4,6,0,-2,BLANK
1,1,15,20,4,YB+2_S4,6,0,2,BLANK
-1,-1,1,21,4,YB0_S4,6,6,0,BLANK
1,1,1,21,4,YB0_S4,7,40,0,BLANK
-1,-1,2,21,4,YB0_S4,6,7,0,BLANK
1,1,2,21,4,YB0_S4,6,5,0,BLANK
-1,-1,3,21,4,YB0_S4,6,2,0,BLANK
1,1,3,21,4,YB0_S4,7,39,0,BLANK
-1,-1,4,21,4,YB0_S4,7,30,0,BLANK
1,1,4,21,4,YB0_S4,7,38,0,BLANK
-1,-1,5,21,4,YB-1_S4,6,7,-1,BLANK
1,1,5,21,4,YB+1_S4,6,7,1,BLANK
-1,-1,6,21,4,YB-1_S4,6,4,-1,BLANK
1,1,6,21,4,YB+1_S4,6,4,1,BLANK
-1,-1,7,21,4,YB-1_S4,6,1,-1,BLANK
1,1,7,21,4,YB+1_S4,6,1,1,BLANK
-1,-1,8,21,4,YB-1_S4,7,36,-1,BLANK
1,1,8,21,4,YB+1_S4,7,36,1,BLANK
-1,-1,9,21,4,YB-1_S4,7,33,-1,BLANK
1,1,9,21,4,YB+1_S4,7,33,1,BLANK
-1,-1,10,21,4,YB-1_S4,7,30,-1,BLANK
1,1,10,21,4,YB+1_S4,7,30,1,BLANK
-1,-1,11,21,4,YB-2_S4,6,13,-2,BLANK
1,1,11,21,4,YB+2_S4,6,13,2,BLANK
-1,-1,12,21,4,YB-2_S4,6,10,-2,BLANK
1,1,12,21,4,YB+2_S4,6,10,2,BLANK
-1,-1,13,21,4,YB-2_S4,6,7,-2,BLANK
1,1,13,21,4,YB+2_S4,6,7,2,BLANK
-1,-1,14,21,4,YB-2_S4,6,4,-2,BLANK
1,1,14,21,4,YB+2_S4,6,4,2,BLANK
-1,-1,15,21,4,YB-2_S4,6,1,-2,BLANK
1,1,15,21,4,YB+2_S4,6,1,2,BLANK
-1,-1,1,22,4,YB0_S4,6,4,0,BLANK
1,1,1,22,4,YB0_S4,7,37,0,BLANK
-1,-1,2,22,4,YB0_S4,6,1,0,BLANK
1,1,2,22,4,YB0_S4,6,3,0,BLANK
-1,-1,3,22,4,YB0_S4,6,0,0,BLANK
1,1,3,22,4,YB0_S4,7,36,0,BLANK
-1,-1,4,22,4,YB0_S4,7,29,0,BLANK
1,1,4,22,4,YB0_S4,7,35,0,BLANK
-1,-1,5,22,4,YB-1_S4,6,8,-1,BLANK
1,1,5,22,4,YB+1_S4,6,8,1,BLANK
-1,-1,6,22,4,YB-1_S4,6,5,-1,BLANK
1,1,6,22,4,YB+1_S4,6,5,1,BLANK
-1,-1,7,22,4,YB-1_S4,6,2,-1,BLANK
1,1,7,22,4,YB+1_S4,6,2,1,BLANK
-1,-1,8,22,4,YB-1_S4,7,37,-1,BLANK
1,1,8,22,4,YB+1_S4,7,37,1,BLANK
-1,-1,9,22,4,YB-1_S4,7,34,-1,BLANK
1,1,9,22,4,YB+1_S4,7,34,1,BLANK
-1,-1,10,22,4,YB-1_S4,7,31,-1,BLANK
1,1,10,22,4,YB+1_S4,7,31,1,BLANK
-1,-1,11,22,4,YB-2_S4,6,14,-2,BLANK
1,1,11,22,4,YB+2_S4,6,14,2,BLANK
-1,-1,12,22,4,YB-2_S4,6,11,-2,BLANK
1,1,12,22,4,YB+2_S4,6,11,2,BLANK
-1,-1,13,22,4,YB-2_S4,6,8,-2,BLANK
1,1,13,22,4,YB+2_S4,6,8,2,BLANK
-1,-1,14,22,4,YB-2_S4,6,5,-2,BLANK
1,1,14,22,4,YB+2_S4,6,5,2,BLANK
-1,-1,15,22,4,YB-2_S4,6,2,-2,BLANK
1,1,15,22,4,YB+2_S4,6,2,2,BLANK
-1,-1,1,23,5,YB0_S5,6,22,0,BLANK
1,1,1,23,5,YB0_S5,7,52,0,BLANK
-1,-1,2,23,5,YB0_S5,6,23,0,BLANK
1,1,2,23,5,YB0_S5,6,21,0,BLANK
-1,-1,3,23,5,YB0_S5,6,18,0,BLANK
1,1,3,23,5,YB0_S5,7,51,0,BLANK
-1,-1,4,23,5,YB0_S5,7,34,0,BLANK
1,1,4,23,5,YB0_S5,7,50,0,BLANK
-1,-1,5,23,5,YB-1_S5,6,17,-1,BLANK
1,1,5,23,5,YB+1_S5,6,17,1,BLANK
-1,-1,6,23,5,YB-1_S5,6,14,-1,BLANK
1,1,6,23,5,YB+1_S5,6,14,1,BLANK
-1,-1,7,23,5,YB-1_S5,6,11,-1,BLANK
1,1,7,23,5,YB+1_S5,6,11,1,BLANK
-1,-1,8,23,5,YB-1_S5,7,46,-1,BLANK
1,1,8,23,5,YB+1_S5,7,46,1,BLANK
-1,-1,9,23,5,YB-1_S5,7,43,-1,BLANK
1,1,9,23,5,YB+1_S5,7,43,1,BLANK
-1,-1,10,23,5,YB-1_S5,7,40,-1,BLANK
1,1,10,23,5,YB+1_S5,7,40,1,BLANK
-1,-1,11,23,5,YB-2_S5,7,43,-2,BLANK
1,1,11,23,5,YB+2_S5,7,43,2,BLANK
-1,-1,12,23,5,YB-2_S5,7,40,-2,BLANK
1,1,12,23,5,YB+2_S5,7,40,2,BLANK
-1,-1,13,23,5,YB-2_S5,7,37,-2,BLANK
1,1,13,23,5,YB+2_S5,7,37,2,BLANK
-1,-1,14,23,5,YB-2_S5,7,34,-2,BLANK
1,1,14,23,5,YB+2_S5,7,34,2,BLANK
-1,-1,15,23,5,YB-2_S5,7,31,-2,BLANK
1,1,15,23,5,YB+2_S5,7,31,2,BLANK
-1,-1,1,24,5,YB0_S5,6,20,0,BLANK
1,1,1,24,5,YB0_S5,7,49,0,BLANK
-1,-1,2,24,5,YB0_S5,6,17,0,BLANK
1,1,2,24,5,YB0_S5,6,19,0,BLANK
-1,-1,3,24,5,YB0_S5,6,16,0,BLANK
1,1,3,24,5,YB0_S5,7,48,0,BLANK
-1,-1,4,24,5,YB0_S5,7,33,0,BLANK
1,1,4,24,5,YB0_S5,7,47,0,BLANK
-1,-1,5,24,5,YB-1_S5,6,16,-1,BLANK
1,1,5,24,5,YB+1_S5,6,16,1,BLANK
-1,-1,6,24,5,YB-1_S5,6,13,-1,BLANK
1,1,6,24,5,YB+1_S5,6,13,1,BLANK
-1,-1,7,24,5,YB-1_S5,6,10,-1,BLANK
1,1,7,24,5,YB+1_S5,6,10,1,BLANK
-1,-1,8,24,5,YB-1_S5,7,45,-1,BLANK
1,1,8,24,5,YB+1_S5,7,45,1,BLANK
-1,-1,9,24,5,YB-1_S5,7,42,-1,BLANK
1,1,9,24,5,YB+1_S5,7,42,1,BLANK
-1,-1,10,24,5,YB-1_S5,7,39,-1,BLANK
1,1,10,24,5,YB+1_S5,7,39,1,BLANK
-1,-1,11,24,5,YB-2_S5,7,42,-2,BLANK
1,1,11,24,5,YB+2_S5,7,42,2,BLANK
-1,-1,12,24,5,YB-2_S5,7,39,-2,BLANK
1,1,12,24,5,YB+2_S5,7,39,2,BLANK
-1,-1,13,24,5,YB-2_S5,7,36,-2,BLANK
1,1,13,24,5,YB+2_S5,7,36,2,BLANK
-1,-1,14,24,5,YB-2_S5,7,33,-2,BLANK
1,1,14,24,5,YB+2_S5,7,33,2,BLANK
-1,-1,15,24,5,YB-2_S5,7,30,-2,BLANK
1,1,15,24,5,YB+2_S5,7,30,2,BLANK
-1,-1,1,25,5,YB0_S5,6,14,0,BLANK
1,1,1,25,5,YB0_S5,7,46,0,BLANK
-1,-1,2,25,5,YB0_S5,6,15,0,BLANK
1,1,2,25,5,YB0_S5,6,13,0,BLANK
-1,-1,3,25,5,YB0_S5,6,10,0,BLANK
1,1,3,25,5,YB0_S5,7,45,0,BLANK
-1,-1,4,25,5,YB0_S5,7,32,0,BLANK
1,1,4,25,5,YB0_S5,7,44,0,BLANK
-1,-1,5,25,5,YB-1_S5,6,15,-1,BLANK
1,1,5,25,5,YB+1_S5,6,15,1,BLANK
-1,-1,6,25,5,YB-1_S5,6,12,-1,BLANK
1,1,6,25,5,YB+1_S5,6,12,1,BLANK
-1,-1,7,25,5,YB-1_S5,6,9,-1,BLANK
1,1,7,25,5,YB+1_S5,6,9,1,BLANK
-1,-1,8,25,5,YB-1_S5,7,44,-1,BLANK
1,1,8,25,5,YB+1_S5,7,44,1,BLANK
-1,-1,9,25,5,YB-1_S5,7,41,-1,BLANK
1,1,9,25,5,YB+1_S5,7,41,1,BLANK
-1,-1,10,25,5,YB-1_S5,7,38,-1,BLANK
1,1,10,25,5,YB+1_S5,7,38,1,BLANK
-1,-1,11,25,5,YB-2_S5,7,41,-2,BLANK
1,1,11,25,5,YB+2_S5,7,41,2,BLANK
-1,-1,12,25,5,YB-2_S5,7,38,-2,BLANK
1,1,12,25,5,YB+2_S5,7,38,2,BLANK
-1,-1,13,25,5,YB-2_S5,7,35,-2,BLANK
1,1,13,25,5,YB+2_S5,7,35,2,BLANK
-1,-1,14,25,5,YB-2_S5,7,32,-2,BLANK
1,1,14,25,5,YB+2_S5,7,32,2,BLANK
-1,-1,15,25,5,YB-2_S5,7,29,-2,BLANK
1,1,15,25,5,YB+2_S5,7,29,2,BLANK
-1,-1,1,26,5,YB0_S5,6,12,0,BLANK
1,1,1,26,5,YB0_S5,7,43,0,BLANK
-1,-1,2,26,5,YB0_S5,6,9,0,BLANK
1,1,2,26,5,YB0_S5,6,11,0,BLANK
-1,-1,3,26,5,YB0_S5,6,8,0,BLANK
1,1,3,26,5,YB0_S5,7,42,0,BLANK
-1,-1,4,26,5,YB0_S5,7,31,0,BLANK
1,1,4,26,5,YB0_S5,7,41,0,BLANK
-1,-1,5,26,5,YB-1_S5,6,8,-1,BLANK
1,1,5,26,5,YB+1_S5,6,8,1,BLANK
-1,-1,6,26,5,YB-1_S5,6,5,-1,BLANK
1,1,6,26,5,YB+1_S5,6,5,1,BLANK
-1,-1,7,26,5,YB-1_S5,6,2,-1,BLANK
1,1,7,26,5,YB+1_S5,6,2,1,BLANK
-1,-1,8,26,5,YB-1_S5,7,37,-1,BLANK
1,1,8,26,5,YB+1_S5,7,37,1,BLANK
-1,-1,9,26,5,YB-1_S5,7,34,-1,BLANK
1,1,9,26,5,YB+1_S5,7,34,1,BLANK
-1,-1,10,26,5,YB-1_S5,7,31,-1,BLANK
1,1,10,26,5,YB+1_S5,7,31,1,BLANK
-1,-1,11,26,5,YB-2_S5,6,14,-2,BLANK
1,1,11,26,5,YB+2_S5,6,14,2,BLANK
-1,-1,12,26,5,YB-2_S5,6,11,-2,BLANK
1,1,12,26,5,YB+2_S5,6,11,2,BLANK
-1,-1,13,26,5,YB-2_S5,6,8,-2,BLANK
1,1,13,26,5,YB+2_S5,6,8,2,BLANK
-1,-1,14,26,5,YB-2_S5,6,5,-2,BLANK
1,1,14,26,5,YB+2_S5,6,5,2,BLANK
-1,-1,15,26,5,YB-2_S5,6,2,-2,BLANK
1,1,15,26,5,YB+2_S5,6,2,2,BLANK
-1,-1,1,27,5,YB0_S5,6,6,0,BLANK
1,1,1,27,5,YB0_S5,7,40,0,BLANK
-1,-1,2,27,5,YB0_S5,6,7,0,BLANK
1,1,2,27,5,YB0_S5,6,5,0,BLANK
-1,-1,3,27,5,YB0_S5,6,2,0,BLANK
1,1,3,27,5,YB0_S5,7,39,0,BLANK
-1,-1,4,27,5,YB0_S5,7,30,0,BLANK
1,1,4,27,5,YB0_S5,7,38,0,BLANK
-1,-1,5,27,5,YB-1_S5,6,7,-1,BLANK
1,1,5,27,5,YB+1_S5,6,7,1,BLANK
-1,-1,6,27,5,YB-1_S5,6,4,-1,BLANK
1,1,6,27,5,YB+1_S5,6,4,1,BLANK
-1,-1,7,27,5,YB-1_S5,6,1,-1,BLANK
1,1,7,27,5,YB+1_S5,6,1,1,BLANK
-1,-1,8,27,5,YB-1_S5,7,36,-1,BLANK
1,1,8,27,5,YB+1_S5,7,36,1,BLANK
-1,-1,9,27,5,YB-1_S5,7,33,-1,BLANK
1,1,9,27,5,YB+1_S5,7,33,1,BLANK
-1,-1,10,27,5,YB-1_S5,7,30,-1,BLANK
1,1,10,27,5,YB+1_S5,7,30,1,BLANK
-1,-1,11,27,5,YB-2_S5,6,13,-2,BLANK
1,1,11,27,5,YB+2_S5,6,13,2,BLANK
-1,-1,12,27,5,YB-2_S5,6,10,-2,BLANK
1,1,12,27,5,YB+2_S5,6,10,2,BLANK
-1,-1,13,27,5,YB-2_S5,6,7,-2,BLANK
1,1,13,27,5,YB+2_S5,6,7,2,BLANK
-1,-1,14,27,5,YB-2_S5,6,4,-2,BLANK
1,1,14,27,5,YB+2_S5,6,4,2,BLANK
-1,-1,15,27,5,YB-2_S5,6,1,-2,BLANK
1,1,15,27,5,YB+2_S5,6,1,2,BLANK
-1,-1,1,28,5,YB0_S5,6,4,0,BLANK
1,1,1,28,5,YB0_S5,7,37,0,BLANK
-1,-1,2,28,5,YB0_S5,6,1,0,BLANK
1,1,2,28,5,YB0_S5,6,3,0,BLANK
-1,-1,3,28,5,YB0_S5,6,0,0,BLANK
1,1,3,28,5,YB0_S5,7,36,0,BLANK
-1,-1,4,28,5,YB0_S5,7,29,0,BLANK
1,1,4,28,5,YB0_S5,7,35,0,BLANK
-1,-1,5,28,5,YB-1_S5,6,6,-1,BLANK
1,1,5,28,5,YB+1_S5,6,6,1,BLANK
-1,-1,6,28,5,YB-1_S5,6,3,-1,BLANK
1,1,6,28,5,YB+1_S5,6,3,1,BLANK
-1,-1,7,28,5,YB-1_S5,6,0,-1,BLANK
1,1,7,28,5,YB+1_S5,6,0,1,BLANK
-1,-1,8,28,5,YB-1_S5,7,35,-1,BLANK
1,1,8,28,5,YB+1_S5,7,35,1,BLANK
-1,-1,9,28,5,YB-1_S5,7,32,-1,BLANK
1,1,9,28,5,YB+1_S5,7,32,1,BLANK
-1,-1,10,28,5,YB-1_S5,7,29,-1,BLANK
1,1,10,28,5,YB+1_S5,7,29,1,BLANK
-1,-1,11,28,5,YB-2_S5,6,12,-2,BLANK
1,1,11,28,5,YB+2_S5,6,12,2,BLANK
-1,-1,12,28,5,YB-2_S5,6,9,-2,BLANK
1,1,12,28,5,YB+2_S5,6,9,2,BLANK
-1,-1,13,28,5,YB-2_S5,6,6,-2,BLANK
1,1,13,28,5,YB+2_S5,6,6,2,BLANK
-1,-1,14,28,5,YB-2_S5,6,3,-2,BLANK
1,1,14,28,5,YB+2_S5,6,3,2,BLANK
-1,-1,15,28,5,YB-2_S5,6,0,-2,BLANK
1,1,15,28,5,YB+2_S5,6,0,2,BLANK
-1,-1,1,29,6,YB0_S6,7,49,0,BLANK
1,1,1,29,6,YB0_S6,6,22,0,BLANK
-1,-1,2,29,6,YB0_S6,6,23,0,BLANK
1,1,2,29,6,YB0_S6,6,17,0,BLANK
-1,-1,3,29,6,YB0_S6,7,48,0,BLANK
1,1,3,29,6,YB0_S6,6,16,0,BLANK
-1,-1,4,29,6,YB0_S6,7,47,0,BLANK
1,1,4,29,6,YB0_S6,7,33,0,BLANK
-1,-1,5,29,6,YB-1_S6,6,15,-1,BLANK
1,1,5,29,6,YB+1_S6,6,15,1,BLANK
-1,-1,6,29,6,YB-1_S6,6,12,-1,BLANK
1,1,6,29,6,YB+1_S6,6,12,1,BLANK
-1,-1,7,29,6,YB-1_S6,6,9,-1,BLANK
1,1,7,29,6,YB+1_S6,6,9,1,BLANK
-1,-1,8,29,6,YB-1_S6,7,44,-1,BLANK
1,1,8,29,6,YB+1_S6,7,44,1,BLANK
-1,-1,9,29,6,YB-1_S6,7,41,-1,BLANK
1,1,9,29,6,YB+1_S6,7,41,1,BLANK
-1,-1,10,29,6,YB-1_S6,7,38,-1,BLANK
1,1,10,29,6,YB+1_S6,7,38,1,BLANK
-1,-1,11,29,6,YB-2_S6,7,41,-2,BLANK
1,1,11,29,6,YB+2_S6,7,41,2,BLANK
-1,-1,12,29,6,YB-2_S6,7,38,-2,BLANK
1,1,12,29,6,YB+2_S6,7,38,2,BLANK
-1,-1,13,29,6,YB-2_S6,7,35,-2,BLANK
1,1,13,29,6,YB+2_S6,7,35,2,BLANK
-1,-1,14,29,6,YB-2_S6,7,32,-2,BLANK
1,1,14,29,6,YB+2_S6,7,32,2,BLANK
-1,-1,15,29,6,YB-2_S6,7,29,-2,BLANK
1,1,15,29,6,YB+2_S6,7,29,2,BLANK
-1,-1,1,30,6,YB0_S6,7,52,0,BLANK
1,1,1,30,6,YB0_S6,6,19,0,BLANK
-1,-1,2,30,6,YB0_S6,6,20,0,BLANK
1,1,2,30,6,YB0_S6,6,21,0,BLANK
-1,-1,3,30,6,YB0_S6,7,51,0,BLANK
1,1,3,30,6,YB0_S6,6,18,0,BLANK
-1,-1,4,30,6,YB0_S6,7,50,0,BLANK
1,1,4,30,6,YB0_S6,7,34,0,BLANK
-1,-1,5,30,6,YB-1_S6,6,16,-1,BLANK
1,1,5,30,6,YB+1_S6,6,16,1,BLANK
-1,-1,6,30,6,YB-1_S6,6,13,-1,BLANK
1,1,6,30,6,YB+1_S6,6,13,1,BLANK
-1,-1,7,30,6,YB-1_S6,6,10,-1,BLANK
1,1,7,30,6,YB+1_S6,6,10,1,BLANK
-1,-1,8,30,6,YB-1_S6,7,45,-1,BLANK
1,1,8,30,6,YB+1_S6,7,45,1,BLANK
-1,-1,9,30,6,YB-1_S6,7,42,-1,BLANK
1,1,9,30,6,YB+1_S6,7,42,1,BLANK
-1,-1,10,30,6,YB-1_S6,7,39,-1,BLANK
1,1,10,30,6,YB+1_S6,7,39,1,BLANK
-1,-1,11,30,6,YB-2_S6,7,42,-2,BLANK
1,1,11,30,6,YB+2_S6,7,42,2,BLANK
-1,-1,12,30,6,YB-2_S6,7,39,-2,BLANK
1,1,12,30,6,YB+2_S6,7,39,2,BLANK
-1,-1,13,30,6,YB-2_S6,7,36,-2,BLANK
1,1,13,30,6,YB+2_S6,7,36,2,BLANK
-1,-1,14,30,6,YB-2_S6,7,33,-2,BLANK
1,1,14,30,6,YB+2_S6,7,33,2,BLANK
-1,-1,15,30,6,YB-2_S6,7,30,-2,BLANK
1,1,15,30,6,YB+2_S6,7,30,2,BLANK
-1,-1,1,31,6,YB0_S6,7,43,0,BLANK
1,1,1,31,6,YB0_S6,6,14,0,BLANK
-1,-1,2,31,6,YB0_S6,6,15,0,BLANK
1,1,2,31,6,YB0_S6,6,9,0,BLANK
-1,-1,3,31,6,YB0_S6,7,42,0,BLANK
1,1,3,31,6,YB0_S6,6,8,0,BLANK
-1,-1,4,31,6,YB0_S6,7,41,0,BLANK
1,1,4,31,6,YB0_S6,7,31,0,BLANK
-1,-1,5,31,6,YB-1_S6,6,17,-1,BLANK
1,1,5,31,6,YB+1_S6,6,17,1,BLANK
-1,-1,6,31,6,YB-1_S6,6,14,-1,BLANK
1,1,6,31,6,YB+1_S6,6,14,1,BLANK
-1,-1,7,31,6,YB-1_S6,6,11,-1,BLANK
1,1,7,31,6,YB+1_S6,6,11,1,BLANK
-1,-1,8,31,6,YB-1_S6,7,46,-1,BLANK
1,1,8,31,6,YB+1_S6,7,46,1,BLANK
-1,-1,9,31,6,YB-1_S6,7,43,-1,BLANK
1,1,9,31,6,YB+1_S6,7,43,1,BLANK
-1,-1,10,31,6,YB-1_S6,7,40,-1,BLANK
